ID_Cliente;Churn;Genero;Idoso;Parceiro;Dependentes;Tempo_Contrato;Servico_Telefone;Linhas_Multiples;Servico_Internet;Seguranca_Online;Backup_Online;Protecao_Dispositivo;Suporte_Tecnico;Streaming_TV;Streaming_Filmes;Contrato;Fatura_Sem_Papel;Metodo_Pagamento;Faturamento_Mensal;Faturamento_Total;Faturamento_Diario;Servicos_Contratados
5843-Tthgi;0;Feminino;0;0;0;18;1;0,0;Dsl;0,0;0,0;1,0;0,0;0,0;0,0;Month-To-Month;1;Mailed Check;50,0;892,7;1,6666666666666667;3,0
5844-Qvtat;0;Feminino;0;1;1;33;1;0,0;Dsl;1,0;1,0;1,0;0,0;0,0;0,0;One Year;1;Mailed Check;58,45;1955,4;1,9483333333333335;5,0
5845-Bzzib;0;Masculino;0;1;1;35;1;0,0;No;0,0;0,0;0,0;0,0;0,0;0,0;Two Year;0;Mailed Check;20,1;655,3;0,67;1,0
5846-Abobj;0;Masculino;0;1;0;71;1;1,0;No;0,0;0,0;0,0;0,0;0,0;0,0;Two Year;0;Bank Transfer (Automatic);24,45;1730,65;0,815;2,0
5846-Neqvz;0;Masculino;0;1;1;71;1;0,0;Dsl;1,0;0,0;1,0;1,0;0,0;1,0;Two Year;1;Credit Card (Automatic);70,85;4973,4;2,3616666666666664;6,0
5846-Qfdfi;0;Feminino;0;1;1;33;1;1,0;Fiber Optic;0,0;1,0;1,0;1,0;0,0;0,0;Month-To-Month;0;Credit Card (Automatic);88,6;2888,7;2,953333333333333;5,0
5847-Mxbeo;0;Masculino;0;0;0;22;1;0,0;No;0,0;0,0;0,0;0,0;0,0;0,0;One Year;0;Mailed Check;20,3;475,1;0,6766666666666666;1,0
5848-Fhrfc;0;Feminino;0;0;0;68;1;0,0;No;0,0;0,0;0,0;0,0;0,0;0,0;Two Year;0;Bank Transfer (Automatic);20,05;1386,9;0,6683333333333333;1,0
5849-Ashzj;0;Masculino;0;0;1;27;1;0,0;No;0,0;0,0;0,0;0,0;0,0;0,0;One Year;0;Credit Card (Automatic);20,05;552,9;0,6683333333333333;1,0
5850-Bdwcy;0;Feminino;0;0;0;6;1;0,0;No;0,0;0,0;0,0;0,0;0,0;0,0;Month-To-Month;0;Mailed Check;20,2;123,65;0,6733333333333333;1,0
5854-Ksrbj;0;Masculino;0;1;1;70;1;1,0;No;0,0;0,0;0,0;0,0;0,0;0,0;Two Year;0;Mailed Check;25,4;1782,05;0,8466666666666666;2,0
5855-Eibde;0;Feminino;0;1;0;49;1;1,0;Fiber Optic;1,0;1,0;1,0;1,0;0,0;1,0;Two Year;0;Credit Card (Automatic);106,65;5174,35;3,555;7,0
5857-Tybcj;0;Masculino;1;1;0;44;1;1,0;Fiber Optic;0,0;0,0;1,0;0,0;1,0;0,0;Month-To-Month;1;Electronic Check;89,2;4040,2;2,9733333333333336;5,0
5857-Xrecv;0;Feminino;0;0;1;2;1;0,0;No;0,0;0,0;0,0;0,0;0,0;0,0;One Year;0;Bank Transfer (Automatic);20,5;38,25;0,6833333333333333;1,0
5858-Eafcz;0;Masculino;0;0;0;1;1;0,0;Dsl;0,0;0,0;0,0;0,0;0,0;0,0;Month-To-Month;0;Mailed Check;44,45;44,45;1,4816666666666667;1,0
5859-Hzylf;0;Masculino;0;1;1;26;1;0,0;No;0,0;0,0;0,0;0,0;0,0;0,0;Two Year;1;Credit Card (Automatic);19,15;515,75;0,6383333333333333;2,0
5862-Brixz;0;Masculino;0;0;0;46;0;0,0;Dsl;1,0;0,0;1,0;1,0;1,0;1,0;Two Year;1;Bank Transfer (Automatic);60,75;2893,4;2,025;6,0
5863-Ookcl;0;Feminino;0;0;0;10;1;0,0;No;0,0;0,0;0,0;0,0;0,0;0,0;Month-To-Month;0;Mailed Check;18,85;163,2;0,6283333333333334;1,0
5868-Czjdr;1;Masculino;0;0;1;1;0;0,0;Dsl;0,0;1,0;0,0;0,0;0,0;0,0;Month-To-Month;1;Mailed Check;31,35;31,35;1,0450000000000002;2,0
5868-Ytyks;0;Masculino;0;0;1;1;1;0,0;No;0,0;0,0;0,0;0,0;0,0;0,0;Month-To-Month;1;Mailed Check;20,25;20,25;0,675;2,0
5868-Ywpdw;1;Masculino;1;1;0;6;1;0,0;Fiber Optic;0,0;1,0;0,0;0,0;0,0;1,0;Month-To-Month;1;Electronic Check;84,2;519,15;2,8066666666666666;4,0
5871-Dgtxz;0;Masculino;0;0;0;32;1;0,0;No;0,0;0,0;0,0;0,0;0,0;0,0;One Year;0;Mailed Check;19,8;607,7;0,66;1,0
5872-Oeqnh;0;Feminino;0;0;0;60;0;0,0;Dsl;1,0;0,0;1,0;0,0;0,0;1,0;One Year;1;Electronic Check;44,45;2773,9;1,4816666666666667;4,0
5875-Ypqfj;1;Masculino;0;0;0;1;1;0,0;Fiber Optic;0,0;0,0;0,0;0,0;0,0;0,0;Month-To-Month;1;Electronic Check;69,9;69,9;2,33;2,0
5876-Hzvzm;1;Feminino;0;1;1;6;1;0,0;Dsl;1,0;1,0;0,0;0,0;0,0;0,0;Month-To-Month;0;Credit Card (Automatic);55,9;365,35;1,8633333333333333;3,0
5876-Qmyld;0;Feminino;0;1;1;23;1;0,0;No;0,0;0,0;0,0;0,0;0,0;0,0;One Year;0;Mailed Check;20,05;415,1;0,6683333333333333;1,0
5879-Hmffh;0;Feminino;0;1;0;72;1;1,0;Dsl;1,0;1,0;1,0;1,0;1,0;1,0;Two Year;0;Bank Transfer (Automatic);88,05;6520,8;2,935;8,0
5879-Sesnb;0;Feminino;0;0;0;11;1;1,0;Fiber Optic;0,0;0,0;0,0;0,0;0,0;0,0;Month-To-Month;0;Electronic Check;75,25;888,65;2,5083333333333333;2,0
5882-Cmazq;0;Feminino;0;1;1;5;0;0,0;Dsl;0,0;1,0;0,0;1,0;0,0;0,0;Month-To-Month;0;Electronic Check;34,25;163,55;1,1416666666666666;2,0
5883-Gtgvd;1;Masculino;0;0;0;19;1;1,0;Fiber Optic;0,0;1,0;0,0;0,0;1,0;1,0;Month-To-Month;1;Electronic Check;99,95;1931,75;3,3316666666666666;6,0
5884-Fbctl;0;Feminino;0;1;1;72;1;1,0;No;0,0;0,0;0,0;0,0;0,0;0,0;Two Year;0;Bank Transfer (Automatic);25,1;1857,85;0,8366666666666667;2,0
5884-Gcymi;1;Masculino;0;0;0;1;1;0,0;Fiber Optic;0,0;0,0;0,0;0,0;0,0;0,0;Month-To-Month;0;Mailed Check;69,4;69,4;2,3133333333333335;1,0
5886-Vlqvu;0;Masculino;0;1;0;35;1;1,0;Fiber Optic;0,0;0,0;0,0;1,0;0,0;1,0;Month-To-Month;1;Bank Transfer (Automatic);89,85;3161,2;2,9949999999999997;5,0
5887-Ikkyo;0;Masculino;0;1;1;58;1;1,0;Fiber Optic;0,0;0,0;1,0;1,0;0,0;1,0;Two Year;0;Bank Transfer (Automatic);94,35;5563,65;3,145;5,0
5888-Tlmcl;0;Feminino;0;1;1;69;0;0,0;Dsl;0,0;1,0;1,0;0,0;1,0;1,0;Two Year;1;Credit Card (Automatic);54,95;3772,5;1,8316666666666668;5,0
5889-Jtmul;1;Feminino;1;1;0;50;1;1,0;Fiber Optic;0,0;1,0;1,0;0,0;1,0;0,0;Month-To-Month;1;Electronic Check;95,05;4888,7;3,1683333333333334;6,0
5889-Lfoll;1;Feminino;0;0;0;13;1;1,0;Fiber Optic;0,0;0,0;0,0;0,0;0,0;1,0;Month-To-Month;1;Electronic Check;84,6;1115,2;2,82;4,0
5893-Kclgt;0;Feminino;0;0;1;72;1;0,0;No;0,0;0,0;0,0;0,0;0,0;0,0;Two Year;1;Mailed Check;19,75;1567,0;0,6583333333333333;2,0
5893-Pyolz;0;Masculino;0;0;0;56;1;0,0;Dsl;0,0;1,0;1,0;1,0;1,0;1,0;Two Year;1;Credit Card (Automatic);81,8;4534,45;2,7266666666666666;7,0
5895-Qsxod;0;Masculino;0;0;0;9;1;0,0;Fiber Optic;0,0;0,0;0,0;0,0;0,0;0,0;Month-To-Month;0;Mailed Check;70,05;657,5;2,335;1,0
5896-Npfww;1;Masculino;0;1;1;3;1;0,0;Dsl;0,0;0,0;1,0;0,0;0,0;0,0;Month-To-Month;1;Electronic Check;50,15;168,15;1,6716666666666666;3,0
5897-Zyekh;0;Feminino;1;1;0;67;1;1,0;Fiber Optic;1,0;1,0;0,0;0,0;1,0;1,0;One Year;1;Electronic Check;105,6;7112,15;3,52;7,0
5898-Igslp;0;Masculino;0;1;1;31;1;1,0;Fiber Optic;1,0;0,0;1,0;1,0;0,0;0,0;Month-To-Month;0;Electronic Check;89,3;2823,0;2,9766666666666666;5,0
5899-Mqzzl;1;Feminino;0;0;0;13;1;1,0;Fiber Optic;0,0;0,0;0,0;0,0;0,0;0,0;Month-To-Month;1;Mailed Check;75,0;999,45;2,5;3,0
5899-Ouvkv;0;Masculino;0;0;0;31;1;0,0;Fiber Optic;0,0;1,0;0,0;0,0;1,0;1,0;Month-To-Month;1;Electronic Check;94,5;2979,2;3,15;5,0
5902-Wblse;0;Feminino;0;1;1;70;1;0,0;No;0,0;0,0;0,0;0,0;0,0;0,0;Two Year;1;Credit Card (Automatic);20,15;1411,2;0,6716666666666666;2,0
5906-Bfozt;0;Masculino;0;0;0;1;1;0,0;No;0,0;0,0;0,0;0,0;0,0;0,0;Month-To-Month;1;Mailed Check;19,5;19,5;0,65;2,0
5906-Cvlhp;1;Feminino;0;1;1;45;1;0,0;Dsl;0,0;1,0;0,0;1,0;0,0;0,0;One Year;1;Credit Card (Automatic);54,15;2319,8;1,805;4,0
5906-Dvapm;0;Feminino;0;1;1;55;1;1,0;Dsl;1,0;1,0;0,0;1,0;1,0;0,0;One Year;1;Credit Card (Automatic);75,0;4213,9;2,5;7,0
5908-Qmgoe;1;Masculino;1;0;0;15;1;1,0;Fiber Optic;0,0;0,0;0,0;0,0;0,0;0,0;Month-To-Month;1;Credit Card (Automatic);74,2;1133,9;2,4733333333333336;3,0
5909-Echui;1;Feminino;0;0;0;1;1;0,0;Dsl;0,0;0,0;0,0;0,0;0,0;1,0;Month-To-Month;1;Electronic Check;56,25;56,25;1,875;3,0
5913-Inrqv;0;Masculino;1;1;0;34;1;0,0;Fiber Optic;1,0;0,0;0,0;1,0;1,0;0,0;One Year;0;Mailed Check;90,15;3128,8;3,0050000000000003;4,0
5914-Dvbwj;1;Feminino;1;0;0;18;1;1,0;Fiber Optic;0,0;1,0;0,0;1,0;0,0;0,0;Month-To-Month;1;Electronic Check;85,45;1505,85;2,8483333333333336;5,0
5914-Gxmda;0;Feminino;0;1;0;32;1;0,0;No;0,0;0,0;0,0;0,0;0,0;0,0;One Year;0;Mailed Check;19,3;593,2;0,6433333333333333;1,0
5914-Xrfqb;0;Masculino;0;1;0;72;1;1,0;Fiber Optic;1,0;1,0;1,0;1,0;1,0;1,0;Two Year;1;Bank Transfer (Automatic);115,8;8424,9;3,86;9,0
5915-Anoei;0;Masculino;0;1;0;70;1;1,0;Dsl;1,0;1,0;1,0;1,0;1,0;0,0;Two Year;0;Mailed Check;79,15;5536,5;2,6383333333333336;7,0
5915-Dgnvc;0;Feminino;0;1;0;49;1;1,0;Dsl;1,0;1,0;1,0;0,0;0,0;1,0;One Year;0;Electronic Check;71,8;3472,05;2,393333333333333;6,0
5916-Qewpt;0;Feminino;0;1;0;2;1;0,0;Dsl;0,0;0,0;1,0;0,0;1,0;1,0;Month-To-Month;0;Credit Card (Automatic);69,0;147,8;2,3;4,0
5917-Hbsdw;0;Feminino;0;1;1;37;1;0,0;No;0,0;0,0;0,0;0,0;0,0;0,0;Month-To-Month;0;Electronic Check;19,35;683,75;0,645;1,0
5917-Ryrmg;0;Masculino;1;0;0;32;1;0,0;No;0,0;0,0;0,0;0,0;0,0;0,0;One Year;0;Credit Card (Automatic);19,8;587,7;0,66;1,0
5918-Vukwp;0;Feminino;0;0;0;32;1;0,0;No;0,0;0,0;0,0;0,0;0,0;0,0;One Year;0;Bank Transfer (Automatic);20,55;654,55;0,685;1,0
5919-Tmrgd;1;Feminino;0;0;1;1;1;0,0;Fiber Optic;0,0;0,0;0,0;0,0;1,0;0,0;Month-To-Month;1;Electronic Check;79,35;79,35;2,645;3,0
5919-Vczym;0;Masculino;0;0;0;2;1;0,0;No;0,0;0,0;0,0;0,0;0,0;0,0;Month-To-Month;0;Mailed Check;20,05;42,7;0,6683333333333333;1,0
5921-Ngyrh;0;Masculino;0;1;0;64;1;0,0;Fiber Optic;1,0;0,0;0,0;0,0;0,0;0,0;Month-To-Month;1;Mailed Check;73,55;4764,0;2,4516666666666667;3,0
5922-Abdvo;1;Feminino;0;1;0;19;1;1,0;Fiber Optic;0,0;0,0;1,0;0,0;0,0;1,0;Month-To-Month;0;Mailed Check;89,65;1761,05;2,9883333333333337;4,0
5923-Gxuoc;1;Masculino;0;0;0;10;1;0,0;Fiber Optic;1,0;1,0;1,0;0,0;1,0;1,0;Month-To-Month;1;Electronic Check;104,4;1081,45;3,48;7,0
5924-Ifqtt;0;Masculino;0;1;1;13;1;1,0;Dsl;0,0;1,0;1,0;1,0;1,0;0,0;Month-To-Month;1;Electronic Check;72,8;930,05;2,4266666666666667;7,0
5924-Sngkp;0;Feminino;0;0;1;41;1;0,0;No;0,0;0,0;0,0;0,0;0,0;0,0;One Year;1;Credit Card (Automatic);20,25;865,0;0,675;2,0
5928-Qldhb;0;Masculino;0;0;0;9;1;1,0;Fiber Optic;0,0;0,0;0,0;0,0;0,0;0,0;Month-To-Month;1;Electronic Check;76,25;684,85;2,5416666666666665;3,0
5930-Gbiwp;0;Masculino;0;0;0;69;1;1,0;Dsl;1,0;1,0;1,0;1,0;0,0;1,0;Two Year;1;Credit Card (Automatic);81,5;5553,25;2,716666666666667;8,0
5931-Fljjf;1;Masculino;1;1;0;7;1;0,0;Fiber Optic;0,0;0,0;0,0;0,0;0,0;0,0;Month-To-Month;1;Mailed Check;70,1;467,55;2,3366666666666664;2,0
5934-Rmpov;0;Feminino;0;0;1;22;1;1,0;Fiber Optic;0,0;0,0;0,0;0,0;0,0;1,0;Month-To-Month;1;Electronic Check;84,75;1816,75;2,825;4,0
5934-Tssau;0;Feminino;0;1;1;23;1;0,0;Fiber Optic;0,0;0,0;1,0;0,0;0,0;0,0;Month-To-Month;1;Credit Card (Automatic);75,3;1702,9;2,51;3,0
5935-Fccnb;0;Feminino;1;0;0;17;1;1,0;Fiber Optic;0,0;0,0;0,0;0,0;1,0;1,0;Month-To-Month;1;Electronic Check;94,2;1608,15;3,14;5,0
5937-Eorgb;0;Masculino;1;1;0;15;1;1,0;Fiber Optic;1,0;0,0;1,0;0,0;1,0;0,0;Month-To-Month;1;Electronic Check;96,5;1392,25;3,216666666666667;6,0
5939-Sxwhm;0;Masculino;0;1;1;48;1;1,0;No;0,0;0,0;0,0;0,0;0,0;0,0;Two Year;0;Bank Transfer (Automatic);26,3;1245,05;0,8766666666666667;2,0
5939-Xaixz;0;Feminino;0;0;0;19;1;1,0;Dsl;0,0;0,0;1,0;0,0;0,0;0,0;Month-To-Month;1;Mailed Check;56,1;1033,9;1,87;4,0
5940-Ahuhd;1;Masculino;0;0;0;1;1;0,0;Fiber Optic;0,0;0,0;0,0;0,0;0,0;0,0;Month-To-Month;0;Mailed Check;70,6;70,6;2,353333333333333;1,0
5940-Nfxkv;1;Masculino;0;1;1;19;1;1,0;Fiber Optic;0,0;0,0;0,0;0,0;0,0;1,0;Month-To-Month;1;Electronic Check;83,65;1465,75;2,7883333333333336;4,0
5943-Pwapa;0;Feminino;0;1;0;53;1;0,0;Fiber Optic;0,0;0,0;0,0;1,0;1,0;1,0;One Year;1;Electronic Check;93,45;4872,2;3,115;5,0
5944-Ugllk;0;Masculino;0;0;0;53;0;0,0;Dsl;0,0;0,0;1,0;1,0;1,0;1,0;One Year;0;Credit Card (Automatic);54,9;3045,75;1,8299999999999998;4,0
5945-Azyht;0;Masculino;0;1;0;71;1;1,0;Fiber Optic;1,0;1,0;1,0;0,0;1,0;1,0;One Year;1;Electronic Check;109,6;7854,15;3,6533333333333333;8,0
5947-Sgkcl;0;Feminino;0;1;1;15;1;1,0;Fiber Optic;0,0;1,0;1,0;0,0;1,0;1,0;Month-To-Month;1;Bank Transfer (Automatic);105,35;1559,25;3,5116666666666663;7,0
5948-Ujzlf;0;Masculino;0;0;0;2;1;0,0;Dsl;0,0;1,0;0,0;0,0;0,0;0,0;Month-To-Month;0;Mailed Check;49,25;97,0;1,6416666666666666;2,0
5949-Ebsqk;1;Masculino;0;1;1;4;1;0,0;Dsl;0,0;0,0;0,0;1,0;0,0;1,0;Month-To-Month;0;Credit Card (Automatic);61,45;229,55;2,0483333333333333;3,0
5949-Hgvjl;0;Feminino;0;1;0;26;1;0,0;Dsl;0,0;1,0;0,0;1,0;1,0;1,0;Month-To-Month;1;Electronic Check;73,05;1959,5;2,435;6,0
5949-Xikae;1;Feminino;0;1;1;8;1;0,0;Fiber Optic;0,0;1,0;0,0;0,0;1,0;0,0;Month-To-Month;1;Electronic Check;83,55;680,05;2,7849999999999997;4,0
5950-Aaagj;0;Masculino;0;0;0;18;1;1,0;Fiber Optic;0,0;0,0;0,0;0,0;1,0;0,0;Month-To-Month;0;Bank Transfer (Automatic);84,3;1537,9;2,81;3,0
5951-Aofih;0;Masculino;0;0;0;33;1;0,0;Dsl;0,0;1,0;1,0;0,0;1,0;0,0;Month-To-Month;1;Credit Card (Automatic);66,4;2245,4;2,2133333333333334;5,0
5954-Bdfsg;0;Feminino;0;0;0;72;1;1,0;Fiber Optic;0,0;0,0;1,0;1,0;1,0;1,0;Two Year;1;Credit Card (Automatic);107,5;7853,7;3,5833333333333335;7,0
5955-Epoaz;0;Feminino;0;0;0;6;1;0,0;No;0,0;0,0;0,0;0,0;0,0;0,0;Month-To-Month;1;Mailed Check;20,95;109,5;0,6983333333333334;2,0
5955-Erihd;1;Masculino;0;1;0;18;1;1,0;Fiber Optic;0,0;0,0;0,0;0,0;1,0;1,0;Month-To-Month;1;Electronic Check;94,7;1687,95;3,1566666666666667;5,0
5956-Vkdtt;1;Feminino;1;1;0;5;1;1,0;Fiber Optic;0,0;0,0;0,0;0,0;0,0;0,0;Month-To-Month;1;Electronic Check;74,35;334,8;2,478333333333333;3,0
5956-Yhhrx;0;Masculino;1;0;0;21;1;1,0;Fiber Optic;0,0;1,0;1,0;0,0;1,0;1,0;Month-To-Month;1;Electronic Check;104,35;2271,85;3,478333333333333;7,0
5959-Belxa;1;Masculino;1;0;0;32;1;1,0;Fiber Optic;0,0;0,0;0,0;0,0;1,0;1,0;Month-To-Month;1;Credit Card (Automatic);96,15;3019,25;3,205;5,0
5960-Mvtuk;0;Masculino;0;0;0;3;0;0,0;Dsl;0,0;0,0;0,0;1,0;0,0;0,0;Month-To-Month;1;Electronic Check;29,75;96,85;0,9916666666666667;2,0
5960-Wpxqm;1;Masculino;0;0;0;1;1;0,0;Fiber Optic;0,0;0,0;0,0;0,0;1,0;0,0;Month-To-Month;1;Electronic Check;79,05;79,05;2,635;3,0
5961-Vusrv;0;Feminino;0;0;0;12;1;0,0;No;0,0;0,0;0,0;0,0;0,0;0,0;One Year;1;Bank Transfer (Automatic);19,35;219,35;0,645;2,0
5965-Ggprw;0;Masculino;0;1;1;72;1;1,0;Fiber Optic;1,0;0,0;1,0;0,0;1,0;1,0;Two Year;0;Bank Transfer (Automatic);105,25;7609,75;3,5083333333333333;6,0
5966-Emazu;0;Masculino;0;1;0;64;1;1,0;Fiber Optic;1,0;0,0;1,0;1,0;1,0;1,0;One Year;1;Mailed Check;108,5;6880,85;3,6166666666666667;8,0
5968-Hyjrz;0;Masculino;0;1;1;47;1;1,0;No;0,0;0,0;0,0;0,0;0,0;0,0;Two Year;0;Mailed Check;24,55;1160,45;0,8183333333333334;2,0
5968-Vxzlg;0;Masculino;0;0;0;2;1;0,0;Dsl;0,0;0,0;0,0;0,0;0,0;0,0;Month-To-Month;1;Bank Transfer (Automatic);46,6;87,9;1,5533333333333335;2,0
5968-Xqive;0;Masculino;0;1;1;72;1;1,0;Fiber Optic;0,0;1,0;0,0;0,0;1,0;0,0;One Year;1;Electronic Check;89,7;6588,95;2,99;5,0
5970-Ghjaw;0;Masculino;0;1;1;46;1;0,0;No;0,0;0,0;0,0;0,0;0,0;0,0;Two Year;0;Credit Card (Automatic);19,95;862,4;0,6649999999999999;1,0
5973-Ejgdp;0;Masculino;0;0;0;51;1;1,0;Fiber Optic;0,0;1,0;1,0;1,0;0,0;0,0;Month-To-Month;1;Electronic Check;87,35;4473,0;2,9116666666666666;6,0
5975-Baicr;0;Masculino;0;1;1;36;1;0,0;Dsl;1,0;0,0;1,0;0,0;0,0;1,0;One Year;1;Credit Card (Automatic);63,7;2188,5;2,1233333333333335;5,0
5976-Jcjrh;1;Masculino;0;1;0;10;1;0,0;Fiber Optic;0,0;0,0;0,0;0,0;0,0;0,0;Month-To-Month;1;Electronic Check;70,3;738,2;2,3433333333333333;2,0
5977-Ckhon;0;Feminino;0;1;1;43;1;1,0;Fiber Optic;0,0;0,0;1,0;0,0;0,0;1,0;Month-To-Month;1;Bank Transfer (Automatic);92,55;4039,0;3,085;5,0
5980-Bdhpy;0;Masculino;0;1;0;72;1;1,0;Dsl;1,0;1,0;1,0;1,0;1,0;1,0;Two Year;1;Bank Transfer (Automatic);87,1;6230,1;2,9033333333333333;9,0
5980-Noplp;1;Feminino;0;1;0;44;1;1,0;Fiber Optic;0,0;0,0;0,0;0,0;1,0;1,0;Month-To-Month;1;Electronic Check;96,1;4364,1;3,203333333333333;5,0
5981-Itemu;1;Masculino;0;1;0;40;1;1,0;Fiber Optic;0,0;0,0;0,0;0,0;1,0;1,0;Month-To-Month;1;Bank Transfer (Automatic);97,1;3706,95;3,2366666666666664;5,0
5981-Zvxot;0;Feminino;1;0;0;35;1;1,0;Fiber Optic;1,0;1,0;1,0;0,0;1,0;1,0;One Year;1;Electronic Check;108,35;3726,15;3,6116666666666664;8,0
5982-Fpvqn;0;Feminino;0;1;1;37;1;1,0;Fiber Optic;0,0;1,0;1,0;0,0;0,0;1,0;Month-To-Month;1;Electronic Check;95,15;3532,85;3,171666666666667;6,0
5982-Psmkw;0;Feminino;0;1;1;23;1;1,0;Dsl;1,0;1,0;1,0;1,0;1,0;1,0;Two Year;1;Credit Card (Automatic);91,1;2198,3;3,0366666666666666;9,0
5982-Xmdex;0;Feminino;0;0;0;65;1;1,0;No;0,0;0,0;0,0;0,0;0,0;0,0;Two Year;0;Bank Transfer (Automatic);26,5;1698,55;0,8833333333333333;2,0
5985-Behzk;0;Feminino;1;1;0;72;1;1,0;Fiber Optic;0,0;1,0;1,0;0,0;1,0;1,0;One Year;0;Credit Card (Automatic);105,0;7578,05;3,5;6,0
5985-Tbabq;0;Feminino;0;0;0;32;1;1,0;Dsl;1,0;0,0;0,0;0,0;1,0;1,0;One Year;0;Mailed Check;74,75;2282,95;2,4916666666666667;5,0
5986-Wwxdv;0;Masculino;0;0;1;39;1;0,0;No;0,0;0,0;0,0;0,0;0,0;0,0;One Year;0;Bank Transfer (Automatic);19,35;779,2;0,645;1,0
5989-Axpuc;0;Feminino;0;1;0;68;1;1,0;Fiber Optic;1,0;1,0;1,0;1,0;1,0;1,0;Two Year;0;Mailed Check;118,6;7990,05;3,953333333333333;8,0
5989-Omnje;0;Feminino;0;1;1;24;0;0,0;Dsl;1,0;1,0;1,0;0,0;1,0;1,0;One Year;0;Electronic Check;57,6;1367,75;1,9200000000000002;5,0
5989-Pgkjb;0;Feminino;0;0;0;16;1;0,0;Fiber Optic;0,0;1,0;0,0;0,0;0,0;1,0;Month-To-Month;1;Electronic Check;86,25;1340,1;2,875;4,0
5993-Bqhea;0;Masculino;0;0;0;12;1;0,0;No;0,0;0,0;0,0;0,0;0,0;0,0;One Year;0;Credit Card (Automatic);20,05;267,0;0,6683333333333333;1,0
5993-Jsuwv;0;Feminino;0;0;0;66;1;0,0;Dsl;1,0;1,0;1,0;0,0;0,0;0,0;Two Year;1;Bank Transfer (Automatic);61,15;4017,45;2,038333333333333;5,0
5995-Lftle;0;Masculino;0;0;0;58;1;1,0;No;0,0;0,0;0,0;0,0;0,0;0,0;Two Year;1;Credit Card (Automatic);25,3;1474,35;0,8433333333333334;3,0
5995-Oiglp;1;Masculino;0;0;0;12;1;0,0;Dsl;1,0;0,0;0,0;1,0;0,0;0,0;Month-To-Month;0;Mailed Check;56,65;654,85;1,8883333333333332;3,0
5995-Snnew;0;Masculino;1;1;0;23;1;1,0;Fiber Optic;0,0;1,0;1,0;0,0;1,0;1,0;Month-To-Month;1;Electronic Check;104,45;2184,85;3,481666666666667;7,0
5995-Wwkkg;0;Feminino;0;0;0;37;1;0,0;No;0,0;0,0;0,0;0,0;0,0;0,0;One Year;1;Electronic Check;19,8;695,05;0,66;2,0
5996-Daoql;0;Masculino;0;0;0;1;1;0,0;No;0,0;0,0;0,0;0,0;0,0;0,0;Month-To-Month;1;Mailed Check;20,45;20,45;0,6816666666666666;2,0
5996-Ebtkm;0;Feminino;0;1;1;67;1;1,0;Dsl;0,0;0,0;1,0;1,0;0,0;1,0;Two Year;1;Bank Transfer (Automatic);69,9;4615,9;2,33;6,0
5996-Nrvxr;0;Masculino;1;1;0;40;1;0,0;Fiber Optic;1,0;1,0;1,0;1,0;1,0;0,0;One Year;1;Credit Card (Automatic);98,15;4116,8;3,271666666666667;7,0
5997-Opvfa;0;Masculino;0;1;0;72;1;1,0;Dsl;1,0;1,0;1,0;1,0;1,0;1,0;Two Year;1;Bank Transfer (Automatic);89,05;6254,45;2,9683333333333333;9,0
5998-Dzlyr;0;Feminino;0;1;0;61;1;1,0;Fiber Optic;0,0;1,0;0,0;1,0;0,0;1,0;Two Year;1;Bank Transfer (Automatic);94,35;5703,0;3,145;6,0
5998-Vvejy;1;Masculino;0;0;0;26;1;1,0;Fiber Optic;0,0;0,0;0,0;1,0;0,0;0,0;Month-To-Month;1;Electronic Check;80,5;2088,8;2,683333333333333;4,0
5999-Lcxao;0;Feminino;0;0;0;1;0;0,0;Dsl;1,0;0,0;0,0;0,0;0,0;0,0;Month-To-Month;0;Mailed Check;29,9;29,9;0,9966666666666666;1,0
6000-Apylu;1;Masculino;0;0;0;9;1;0,0;Fiber Optic;0,0;0,0;0,0;0,0;0,0;1,0;Month-To-Month;1;Electronic Check;80,8;713,1;2,6933333333333334;3,0
6000-Uklwi;0;Masculino;0;0;0;41;1;0,0;No;0,0;0,0;0,0;0,0;0,0;0,0;Two Year;0;Mailed Check;20,15;802,35;0,6716666666666666;1,0
6005-Obzph;1;Feminino;1;0;0;26;1;1,0;Fiber Optic;0,0;1,0;0,0;0,0;1,0;0,0;Month-To-Month;1;Electronic Check;89,15;2277,65;2,9716666666666667;5,0
6007-Tctst;0;Feminino;0;1;1;72;1;1,0;Fiber Optic;1,0;1,0;1,0;1,0;1,0;1,0;Two Year;1;Bank Transfer (Automatic);115,8;8476,5;3,86;9,0
6008-Naixk;0;Masculino;1;0;0;54;0;0,0;Dsl;0,0;1,0;1,0;0,0;1,0;1,0;One Year;1;Electronic Check;55,45;2966,95;1,8483333333333334;5,0
6010-Ddppw;0;Masculino;0;1;0;70;1;1,0;No;0,0;0,0;0,0;0,0;0,0;0,0;Two Year;0;Bank Transfer (Automatic);25,15;1940,85;0,8383333333333333;2,0
6013-Bhcaw;0;Masculino;0;1;1;61;1;1,0;Dsl;0,0;0,0;1,0;1,0;1,0;1,0;Two Year;1;Bank Transfer (Automatic);81,0;4976,15;2,7;7,0
6015-Vvhhe;1;Feminino;1;0;0;5;1;1,0;Fiber Optic;0,0;0,0;0,0;0,0;1,0;0,0;Month-To-Month;1;Credit Card (Automatic);83,15;446,05;2,771666666666667;4,0
